BioSample_s	BioSampleModel_s	Cultivar_s	Experiment_s	ID_s	InsertSize_l	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Plant_s	ReleaseDate_s	Rice_Field_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	geo_loc_name_s	host_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN02928872	MIMS.me	<not provided>	SRX659956	<not provided>	250	PAIRED	FieldRun1	2016-06-09	62	42	1	2014-07-26	DS_RR	SRR1524396	SRS664955	JE.Lundberg.97	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928873	MIMS.me	<not provided>	SRX659957	<not provided>	250	PAIRED	FieldRun1	2016-06-09	51	35	1	2014-07-26	DS_RR	SRR1524397	SRS664956	JE.Lundberg.98	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928874	MIMS.me	<not provided>	SRX659958	<not provided>	250	PAIRED	FieldRun1	2016-06-09	27	18	1	2014-07-26	DS_RR	SRR1524399	SRS664957	JE.Lundberg.99	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928875	MIMS.me	<not provided>	SRX659959	<not provided>	250	PAIRED	FieldRun1	2016-06-09	49	33	2	2014-07-26	DS_RR	SRR1524400	SRS664958	JE.Lundberg.100	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928877	MIMS.me	<not provided>	SRX659961	<not provided>	250	PAIRED	FieldRun1	2016-06-09	38	25	2	2014-07-26	DS_RR	SRR1524402	SRS664959	JE.Lundberg.102	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928878	MIMS.me	<not provided>	SRX659962	<not provided>	250	PAIRED	FieldRun1	2016-06-09	39	27	3	2014-07-26	DS_RR	SRR1524404	SRS664960	JE.Lundberg.103	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929702	MIMS.me	M104	SRX659979	JE.Soil.8	250	PAIRED	GHRun1	2016-06-09	22	13	<not provided>	2014-07-26	<not provided>	SRR1524368	SRS664978	JE.Soil.8	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929703	MIMS.me	IR50	SRX659982	JE.Soil.12	250	PAIRED	GHRun1	2016-06-09	21	12	<not provided>	2014-07-26	<not provided>	SRR1524371	SRS664981	JE.Soil.12	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929704	MIMS.me	Soil	SRX659984	JE.Soil.13	250	PAIRED	GHRun1	2016-06-09	24	14	<not provided>	2014-07-26	<not provided>	SRR1524382	SRS664983	JE.Soil.13	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929705	MIMS.me	93-11	SRX659990	JE.Soil.14	250	PAIRED	GHRun1	2016-06-09	19	11	<not provided>	2014-07-26	<not provided>	SRR1524384	SRS664989	JE.Soil.14	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929706	MIMS.me	93-11	SRX659993	JE.Soil.15	250	PAIRED	GHRun1	2016-06-09	23	13	<not provided>	2014-07-26	<not provided>	SRR1524386	SRS664993	JE.Soil.15	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929707	MIMS.me	93-11	SRX659996	JE.Soil.16	250	PAIRED	GHRun1	2016-06-09	20	12	<not provided>	2014-07-26	<not provided>	SRR1524389	SRS664994	JE.Soil.16	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929708	MIMS.me	Soil	SRX659998	JE.Soil.17	250	PAIRED	GHRun1	2016-06-09	22	13	<not provided>	2014-07-26	<not provided>	SRR1524391	SRS664997	JE.Soil.17	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929709	MIMS.me	Glab_E	SRX660000	JE.Soil.18	250	PAIRED	GHRun1	2016-06-09	17	10	<not provided>	2014-07-26	<not provided>	SRR1524393	SRS664999	JE.Soil.18	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929710	MIMS.me	Glab_E	SRX660003	JE.Soil.19	250	PAIRED	GHRun1	2016-06-09	25	15	<not provided>	2014-07-26	<not provided>	SRR1524395	SRS665003	JE.Soil.19	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929711	MIMS.me	Glab_E	SRX660007	JE.Soil.20	250	PAIRED	GHRun1	2016-06-09	19	11	<not provided>	2014-07-26	<not provided>	SRR1524398	SRS665006	JE.Soil.20	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929712	MIMS.me	Soil	SRX660009	JE.Soil.21	250	PAIRED	GHRun1	2016-06-09	16	10	<not provided>	2014-07-26	<not provided>	SRR1524401	SRS665008	JE.Soil.21	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929713	MIMS.me	Glab_B	SRX660012	JE.Soil.22	250	PAIRED	GHRun1	2016-06-09	24	14	<not provided>	2014-07-26	<not provided>	SRR1524403	SRS665011	JE.Soil.22	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929714	MIMS.me	Glab_B	SRX660014	JE.Soil.23	250	PAIRED	GHRun1	2016-06-09	28	17	<not provided>	2014-07-26	<not provided>	SRR1524405	SRS665013	JE.Soil.23	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928879	MIMS.me	<not provided>	SRX659963	<not provided>	250	PAIRED	FieldRun1	2016-06-09	41	28	3	2014-07-26	DS_RR	SRR1524406	SRS664961	JE.Lundberg.104	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929715	MIMS.me	Glab_B	SRX660017	JE.Soil.24	250	PAIRED	GHRun1	2016-06-09	17	10	<not provided>	2014-07-26	<not provided>	SRR1524407	SRS665016	JE.Soil.24	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928876	MIMS.me	<not provided>	SRX659960	<not provided>	250	PAIRED	FieldRun1	2016-06-09	41	27	2	2014-07-26	DS_RR	SRR1524408	SRS664962	JE.Lundberg.101	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929716	MIMS.me	Nipponebare	SRX660020	JE.Soil.26	250	PAIRED	GHRun1	2016-06-09	24	15	<not provided>	2014-07-26	<not provided>	SRR1524409	SRS665019	JE.Soil.26	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928880	MIMS.me	<not provided>	SRX659964	<not provided>	250	PAIRED	FieldRun1	2016-06-09	30	20	3	2014-07-26	DS_RR	SRR1524410	SRS664963	JE.Lundberg.105	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929717	MIMS.me	Nipponebare	SRX660022	JE.Soil.27	250	PAIRED	GHRun1	2016-06-09	10	6	<not provided>	2014-07-26	<not provided>	SRR1524411	SRS665021	JE.Soil.27	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928882	MIMS.me	<not provided>	SRX659966	<not provided>	250	PAIRED	FieldRun1	2016-06-09	24	16	4	2014-07-26	DS_RR	SRR1524412	SRS664964	JE.Lundberg.107	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929718	MIMS.me	Nipponebare	SRX660025	JE.Soil.28	250	PAIRED	GHRun1	2016-06-09	13	7	<not provided>	2014-09-08	<not provided>	SRR1524413	SRS665024	JE.Soil.28	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928881	MIMS.me	<not provided>	SRX659965	<not provided>	250	PAIRED	FieldRun1	2016-06-09	51	34	4	2014-07-26	DS_RR	SRR1524414	SRS664965	JE.Lundberg.106	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929719	MIMS.me	Soil	SRX660027	JE.Soil.29	250	PAIRED	GHRun1	2016-06-09	16	9	<not provided>	2014-07-26	<not provided>	SRR1524415	SRS665026	JE.Soil.29	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928883	MIMS.me	<not provided>	SRX659967	<not provided>	250	PAIRED	FieldRun1	2016-06-09	28	19	4	2014-07-26	DS_RR	SRR1524416	SRS664966	JE.Lundberg.108	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929720	MIMS.me	M104	SRX660029	JE.Soil.30	250	PAIRED	GHRun1	2016-06-09	16	9	<not provided>	2014-07-26	<not provided>	SRR1524417	SRS665028	JE.Soil.30	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928884	MIMS.me	<not provided>	SRX659968	<not provided>	250	PAIRED	FieldRun1	2016-06-09	35	24	5	2014-07-26	DS_RR	SRR1524418	SRS664967	JE.Lundberg.109	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929721	MIMS.me	M104	SRX660032	JE.Soil.31	250	PAIRED	GHRun1	2016-06-09	1	1	<not provided>	2014-07-26	<not provided>	SRR1524419	SRS665031	JE.Soil.31	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928885	MIMS.me	<not provided>	SRX659969	<not provided>	250	PAIRED	FieldRun1	2016-06-09	42	28	5	2014-07-26	DS_RR	SRR1524420	SRS664968	JE.Lundberg.110	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929722	MIMS.me	M104	SRX660034	JE.Soil.32	250	PAIRED	GHRun1	2016-06-09	32	19	<not provided>	2014-07-26	<not provided>	SRR1524421	SRS665033	JE.Soil.32	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928886	MIMS.me	<not provided>	SRX659970	<not provided>	250	PAIRED	FieldRun1	2016-06-09	40	27	5	2014-07-26	DS_RR	SRR1524422	SRS664969	JE.Lundberg.111	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929723	MIMS.me	Soil	SRX660037	JE.Soil.33	250	PAIRED	GHRun1	2016-06-09	16	9	<not provided>	2014-07-26	<not provided>	SRR1524423	SRS665036	JE.Soil.33	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928887	MIMS.me	<not provided>	SRX659971	<not provided>	250	PAIRED	FieldRun1	2016-06-09	44	30	6	2014-07-26	DS_RR	SRR1524424	SRS664970	JE.Lundberg.112	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929724	MIMS.me	IR50	SRX660039	JE.Soil.34	250	PAIRED	GHRun1	2016-06-09	12	7	<not provided>	2014-07-26	<not provided>	SRR1524425	SRS665038	JE.Soil.34	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928888	MIMS.me	<not provided>	SRX659972	<not provided>	250	PAIRED	FieldRun1	2016-06-09	35	24	6	2014-07-26	DS_RR	SRR1524426	SRS664971	JE.Lundberg.113	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929725	MIMS.me	IR50	SRX660042	JE.Soil.35	250	PAIRED	GHRun1	2016-06-09	13	8	<not provided>	2014-07-26	<not provided>	SRR1524427	SRS665041	JE.Soil.35	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928889	MIMS.me	<not provided>	SRX659973	<not provided>	250	PAIRED	FieldRun1	2016-06-09	39	27	6	2014-07-26	DS_RR	SRR1524428	SRS664972	JE.Lundberg.114	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928890	MIMS.me	<not provided>	SRX659974	<not provided>	250	PAIRED	FieldRun1	2016-06-09	43	30	7	2014-07-26	DS_RR	SRR1524430	SRS664973	JE.Lundberg.115	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928891	MIMS.me	<not provided>	SRX659975	<not provided>	250	PAIRED	FieldRun1	2016-06-09	32	22	7	2014-07-26	DS_RR	SRR1524433	SRS664974	JE.Lundberg.116	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928892	MIMS.me	<not provided>	SRX659976	<not provided>	250	PAIRED	FieldRun1	2016-06-09	31	21	7	2014-07-26	DS_RR	SRR1524435	SRS664975	JE.Lundberg.117	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928893	MIMS.me	<not provided>	SRX659977	<not provided>	250	PAIRED	FieldRun1	2016-06-09	44	30	8	2014-07-26	DS_RR	SRR1524436	SRS664976	JE.Lundberg.118	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928894	MIMS.me	<not provided>	SRX659978	<not provided>	250	PAIRED	FieldRun1	2016-06-09	33	22	8	2014-07-26	DS_RR	SRR1524438	SRS664977	JE.Lundberg.119	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928895	MIMS.me	<not provided>	SRX659980	<not provided>	250	PAIRED	FieldRun1	2016-06-09	28	19	8	2014-07-26	DS_RR	SRR1524441	SRS664979	JE.Lundberg.120	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.8025 N 121.45583 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928896	MIMS.me	<not provided>	SRX659981	<not provided>	250	PAIRED	FieldRun1	2016-06-09	42	28	1	2014-07-26	BB_P1	SRR1524442	SRS664980	JE.Lundberg.121	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928897	MIMS.me	<not provided>	SRX659983	<not provided>	250	PAIRED	FieldRun1	2016-06-09	41	28	1	2014-07-26	BB_P1	SRR1524444	SRS664982	JE.Lundberg.122	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928898	MIMS.me	<not provided>	SRX659985	<not provided>	250	PAIRED	FieldRun1	2016-06-09	31	21	1	2014-07-26	BB_P1	SRR1524445	SRS664984	JE.Lundberg.123	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928899	MIMS.me	<not provided>	SRX659986	<not provided>	250	PAIRED	FieldRun1	2016-06-09	62	42	2	2014-07-26	BB_P1	SRR1524448	SRS664985	JE.Lundberg.124	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928900	MIMS.me	<not provided>	SRX659987	<not provided>	250	PAIRED	FieldRun1	2016-06-09	49	33	2	2014-07-26	BB_P1	SRR1524450	SRS664986	JE.Lundberg.125	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
